Timestamp,gas,humidity,temp,tdsValue,water_temp,ph,heater,fan,O2,filtering,pump1,pump2,feed,led
2025-08-25 12:26:09,250.4,44,22.6,244.2,26.4,7.4,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:26:07,254.8,42.4,22.5,235.2,26.6,7.4,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:26:05,261,43.7,22.7,235.1,26.7,7.4,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:26:03,257.1,43.9,22.7,227.3,26.5,7.4,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:26:01,255.5,44,23,220.7,26.2,7.3,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:59,256.8,45.2,22.7,218.8,26.1,7.3,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:57,250.2,46.8,22.5,210.9,25.8,7.3,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:55,243.6,45,22.4,215.3,25.9,7.3,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:53,237.1,44.7,22.7,212.6,25.8,7.3,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:51,233.9,43.3,22.5,206.3,25.9,7.3,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:49,234.6,44.8,22.7,200.4,26.1,7.2,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:47,228.8,43,22.4,190.9,26.2,7.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:45,233.6,42.9,22.7,187.3,26.2,7.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:43,234.4,43.9,22.6,187.5,25.9,7.2,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:41,240.8,42.8,22.3,188.4,25.7,7.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:39,232.9,44.5,22,186.4,25.9,7.2,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:37,226.6,46.4,22.2,188.6,26,7.2,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:35,230.1,47.8,22,184.2,26.3,7.2,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:33,228.7,47.2,21.6,177.4,26.5,7.2,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:31,234.8,48.2,21.7,175.3,26.6,7.2,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:29,238.4,49.8,21.5,171.8,26.6,7.2,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:27,244.9,48.5,21.6,167.1,26.5,7.2,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:25,242.4,48.3,21.3,168.7,26.4,7.2,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:23,246,49.4,21,159.3,26.5,7.2,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:21,245.4,49.7,20.8,166.7,26.3,7.2,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:19,248.2,49.2,20.8,171.4,26.5,7.2,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:17,250.9,49.5,21.1,173.1,26.2,7.2,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:15,243.7,51.3,20.8,171.5,25.9,7.2,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:13,247.5,49.4,20.5,179.9,25.7,7.1,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:11,241.6,47.8,20.4,188.9,25.9,7.1,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:09,247,48.1,20.5,179.5,26.2,7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:07,250.7,48,20.3,169.9,26.3,7,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:05,243.8,48,20,165.5,26.3,7,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:03,242.8,46.7,19.7,157.6,26.4,7.1,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:25:01,237.5,47.3,19.3,164.8,26.5,7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:25:01,237.5,47.3,19.3,164.8,26.5,7,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:53,227.8,49.7,21.5,295.7,27.4,7.3,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:22:51,224.1,48.7,21.4,302,27.3,7.3,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:22:49,224.2,48.3,21.2,296.1,27.6,7.3,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:22:47,231.4,49.2,21.5,303.4,27.5,7.3,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:45,238,49.8,21.7,293.9,27.7,7.4,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:22:43,243.8,50.6,21.7,291,27.9,7.4,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:41,242.1,51.9,21.3,281.5,27.9,7.4,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:39,245.4,53.1,21,278.3,27.6,7.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:37,253.2,51.6,20.7,284.3,27.4,7.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:22:35,253.5,52,20.7,289.1,27.6,7.4,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:22:33,255.2,52.3,20.4,288.7,27.9,7.4,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 12:22:31,251.7,50.3,20,288.9,28,7.4,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:29,255.4,49.6,20.4,294,28.2,7.4,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:27,248.1,50.3,20.6,284.7,28.4,7.4,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:25,248.9,51.4,20.9,286.3,28.3,7.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:25,122,53.1,26,64,26.5,7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 12:22:25,248.9,51.4,20.9,286.3,28.3,7.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 12:22:25,122,53.1,26,64,26.5,7,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:35,84.1,83.7,19.1,283.8,26.6,7.1,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:33,83.9,83,19.1,279.9,26.4,7.1,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:31,76.4,83.7,19.4,272.5,26.5,7.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:44:29,83.5,84.9,19,280.9,26.7,7.2,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:27,87.1,86.3,19.3,285.6,26.8,7.2,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:25,93.6,87.6,19.5,276.9,26.8,7.2,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:23,94.3,85.8,19.4,268.6,26.8,7.2,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:21,94.3,85.7,19.1,261.6,26.8,7.2,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:19,95.4,86.5,19.3,256.6,26.9,7.1,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:17,91.8,86.6,19.2,251.3,26.6,7.1,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:44:15,97,85.8,19.1,249.1,26.5,7.2,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:44:13,99.7,85.7,18.9,255,26.2,7.2,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:44:11,93.7,85.1,19.1,263.9,26.3,7.2,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:09,94.1,84.4,19.4,258.8,26.4,7.2,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:07,95.9,82.7,19.7,253.8,26.1,7.2,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:44:05,92.7,81.3,20,261.3,26.4,7.2,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:44:03,95.2,80.1,19.9,255.7,26.7,7.2,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:44:01,100.9,81.2,20.2,255.4,26.7,7.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:43:59,107.9,82.8,20.3,246,26.7,7.2,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:43:57,106.9,81.8,20.2,239.7,26.7,7.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:43:57,122,53.1,26,64,26.5,7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:43:57,106.9,81.8,20.2,239.7,26.7,7.2,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:43:57,122,53.1,26,64,26.5,7,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:40,139.1,81.5,18.5,213.8,29.4,7.7,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:38,138.7,83.3,18.6,211.9,29.5,7.7,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:36,145.1,83.3,18.9,211.8,29.5,7.7,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:34,137.9,85.1,18.9,205,29.3,7.6,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:32,136.7,83.6,18.5,207.5,29.3,7.6,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:30,137,82.9,18.6,210.5,29,7.6,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:28,130.2,84.5,18.2,205.1,29.2,7.6,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:26,136.9,83.3,18.4,210.4,29.3,7.6,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:24,143.5,82.9,18.4,202.9,29.5,7.6,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:22,141.9,83.1,18.6,201.1,29.5,7.6,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:20,145.4,85,18.8,206,29.8,7.6,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:18,148.3,84.4,18.6,207.9,29.8,7.6,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:16,155.6,84.4,18.2,206,29.6,7.5,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:14,161.8,83.6,18.4,196.1,29.8,7.5,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:12,166.2,84,18.5,188.3,29.9,7.5,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:10,173.5,85,18.5,184.1,29.9,7.5,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:08,172.7,83.8,18.2,176.3,29.8,7.4,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:29:06,173.1,85.6,17.9,182.1,29.8,7.4,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:04,174.6,85,17.9,179.2,29.8,7.4,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:02,178.7,86.7,17.7,175,29.8,7.4,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:29:00,174.3,87.2,17.3,175.6,29.9,7.4,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:58,176.7,85.6,17.3,180.8,29.9,7.5,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:56,172,84.2,17.4,179.4,30.1,7.4,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:54,173.3,84.6,17.4,183.3,30,7.4,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:52,177.5,83.8,17.8,186,30.3,7.4,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:50,183.8,85.7,17.7,195,30.1,7.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:48,178.8,86.1,18,187.1,30.3,7.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:46,182,87.2,17.7,195.1,30,7.3,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:44,179.3,88.5,17.7,199.4,30.3,7.3,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:42,183.8,88.8,18,202.2,30.1,7.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:40,188.4,88.6,18.2,202.1,30.4,7.3,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:38,184.7,87,18.5,204.8,30.3,7.3,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:36,191.1,88.1,18.4,200.5,30.6,7.3,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:34,196.9,86.2,18.7,209.7,30.6,7.3,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:32,200.7,88,18.7,215.2,30.5,7.2,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:30,207.2,89.5,19,215.6,30.3,7.2,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:28,203.4,88,18.9,224,30.5,7.2,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:26,206.4,86.4,19.1,218.7,30.4,7.2,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:24,203.1,86.3,18.9,226.5,30.4,7.3,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:22,205.9,87.8,19,233.9,30.4,7.2,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:28:21,209.3,86.1,19,235.2,30.3,7.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:28:21,209.3,86.1,19,235.2,30.3,7.3,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:22:38,210.2,89.4,16.8,293.1,29.5,6.6,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:36,209.2,90,17.2,289,29.3,6.6,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:34,202,90,17,282.9,29.1,6.6,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:32,203.4,90,16.6,274.1,28.9,6.6,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:30,208.6,88.8,16.6,269.6,28.9,6.6,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:22:28,209.6,88.3,16.9,266.9,29.1,6.7,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:22:26,203.8,88.7,16.5,262.8,29.2,6.6,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:24,196.3,89.4,16.8,271.1,29.2,6.6,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:22,192,89.4,17,275.9,29.3,6.6,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:22:20,194.6,90,17,284.8,29.1,6.6,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:22:18,190.5,88.8,16.8,291.8,28.9,6.6,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:22:16,187.3,87.9,16.5,294.4,28.6,6.7,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:22:14,192.7,86.1,16.9,291.3,28.4,6.7,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:12,192.6,87,16.8,290.8,28.6,6.7,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:10,196.5,88.7,17.1,288.8,28.6,6.7,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:08,195,90,17.5,297.8,28.8,6.7,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:06,198.8,90,17.4,304.1,28.7,6.7,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:04,204.5,89,17.6,300.8,28.7,6.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:22:02,210.1,90,17.9,305.6,28.8,6.6,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:22:00,216.5,89,17.6,306.8,28.5,6.7,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:58,221.2,89.9,17.3,309.3,28.7,6.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:56,218.7,90,17.1,316.6,28.9,6.7,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:54,221.1,90,17.2,309.2,29.1,6.7,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:52,225.2,89,17.4,315.6,29.1,6.6,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:50,225.5,87.6,17.1,315.4,29.1,6.6,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:48,232.5,86.8,16.7,317.9,29,6.7,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:46,233.6,86.2,16.7,326.6,29.1,6.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:44,240.8,85,16.3,327.9,29.3,6.6,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:42,248.4,86.2,16,331.9,29.5,6.7,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:40,249.3,84.4,15.7,329.9,29.6,6.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:38,255.4,82.8,15.9,326.9,29.7,6.7,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:36,248.7,82.5,16.2,328.6,29.5,6.7,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:34,250,80.6,16.2,320.9,29.5,6.7,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:32,256.6,78.9,16.6,314.8,29.6,6.7,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:30,251.9,80.1,16.9,310.3,29.6,6.6,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:28,255.8,80.8,16.7,315.7,29.6,6.7,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:26,257.8,82.4,17.1,321.6,29.5,6.7,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:24,264.2,82.4,17,313.7,29.7,6.7,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:22,267.3,83.2,16.7,316.8,29.9,6.7,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:20,267.8,82.4,16.5,322.1,29.7,6.7,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:18,262,82.4,16.4,322.4,29.5,6.7,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:16,257.6,82,16.5,319.3,29.5,6.7,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:14,259.3,83.5,16.4,316.5,29.3,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:12,254,82.9,16.5,324.5,29.3,6.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:10,261.8,84.7,16.6,322.6,29.1,6.7,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:08,262.9,83.7,16.3,332.3,29,6.7,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:21:07,257.7,83.2,16.5,330.6,28.7,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:21:07,255.2,82.5,16.7,330.3,28.9,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:58,249.8,79.8,17.3,314.8,29.3,6.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:56,257.5,81.5,17.3,315.7,29.5,6.7,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:54,254.3,81.2,17.4,313.5,29.7,6.7,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:52,248.5,81.9,17.7,317.3,30,6.7,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
